-6.93889e-18,-6.93889e-18,1087.45
-3.46945e-18,0,1077.78
3.46945e-18,0,1068.98
0,0,1060.98
0,0,1053.71
0,0,1047.1
-3.46945e-18,-6.93889e-18,1041.09
6.93889e-18,6.93889e-18,1035.63
0,0,1030.66
0,0,1026.15
-3.46945e-18,0,1022.04
0,6.93889e-18,1018.31
3.46945e-18,-6.93889e-18,1014.92
0,0,1011.84
0,0,1009.03
0,0,1006.48
3.46945e-18,0,1004.17
-6.93889e-18,6.93889e-18,1002.06
0,0,1000.15
3.46945e-18,0,998.406
0,-6.93889e-18,996.824
0,0,995.385
0,0,994.078
3.46945e-18,0,992.889
-6.93889e-18,0,991.808
3.46945e-18,0,990.825
0,-6.93889e-18,989.932
0,1.38778e-17,989.12
-3.46945e-18,-6.93889e-18,988.382
0,0,987.711
0,0,987.101
0,6.93889e-18,986.546
-3.46945e-18,-6.93889e-18,986.042
6.93889e-18,6.93889e-18,985.584
0,-6.93889e-18,985.167
-3.46945e-18,0,984.788
0,-6.93889e-18,984.444
0,1.38778e-17,984.131
-3.46945e-18,-6.93889e-18,983.846
6.93889e-18,0,983.587
-3.46945e-18,0,983.352
3.46945e-18,-6.93889e-18,983.138
0,1.38778e-17,982.944
0,-6.93889e-18,982.767
0,0,982.607
3.46945e-18,0,982.46
-6.93889e-18,0,982.328
0,-6.93889e-18,982.207
3.46945e-18,1.38778e-17,982.097
3.46945e-18,-6.93889e-18,981.998
-3.46945e-18,0,981.907
3.46945e-18,0,981.824
-6.93889e-18,6.93889e-18,981.749
0,-6.93889e-18,981.681
3.46945e-18,6.93889e-18,981.619
-3.46945e-18,-6.93889e-18,981.563
0,6.93889e-18,981.512
6.93889e-18,-6.93889e-18,981.465
-6.93889e-18,0,981.423
0,0,981.385
0,0,981.35
0,0,981.318
0,0,981.289
3.46945e-18,0,981.263
0,0,981.239
3.46945e-18,0,981.217
0,0,981.197
-6.93889e-18,0,981.179
0,0,981.163
-3.46945e-18,0,981.148
1.04083e-17,0,981.135
-3.46945e-18,6.93889e-18,981.123
3.46945e-18,-6.93889e-18,981.111
-3.46945e-18,0,981.101
-3.46945e-18,0,981.092
-3.46945e-18,-6.93889e-18,981.084
3.46945e-18,1.38778e-17,981.076
6.93889e-18,0,981.069
-6.93889e-18,0,981.063
0,-6.93889e-18,981.057
3.46945e-18,-6.93889e-18,981.052
3.46945e-18,1.38778e-17,981.047
0,-6.93889e-18,981.043
-6.93889e-18,0,981.039
0,0,981.035
3.46945e-18,0,981.032
-3.46945e-18,0,981.029
-3.46945e-18,0,981.027
3.46945e-18,0,981.024
3.46945e-18,0,981.022
3.46945e-18,6.93889e-18,981.02
-3.46945e-18,0,981.018
3.46945e-18,-6.93889e-18,981.017
-3.46945e-18,-6.93889e-18,981.015
0,6.93889e-18,981.014
3.46945e-18,0,981.012
-3.46945e-18,0,981.011
0,0,981.01
-3.46945e-18,0,981.009
3.46945e-18,0,981.008
-3.46945e-18,0,981.008
3.46945e-18,0,981.007
-3.46945e-18,0,981.006
3.46945e-18,0,981.006
0,0,981.005
3.46945e-18,0,981.005
-6.93889e-18,0,981.004
3.46945e-18,0,981.004
3.46945e-18,0,981.004
-3.46945e-18,0,981.003
-3.46945e-18,6.93889e-18,981.003
3.46945e-18,-6.93889e-18,981.003
-3.46945e-18,0,981.002
0,0,981.002
3.46945e-18,0,981.002
-3.46945e-18,0,981.002
-3.46945e-18,6.93889e-18,981.002
1.04083e-17,-6.93889e-18,981.002
-3.46945e-18,0,981.001
-3.46945e-18,0,981.001
0,0,981.001
3.46945e-18,0,981.001
3.46945e-18,0,981.001
-6.93889e-18,0,981.001
3.46945e-18,0,981.001
0,0,981.001
0,0,981.001
0,0,981.001
3.46945e-18,0,981.001
